Koordinatensystem : Lambert konform konisch
Rechtswert        : 3799500 Meter
Hochwert          : 2747500 Meter
Hoehenlage        : 48 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3799500 2747500 12  4 23   7.7 1010 241  4.6 5  5.2  80    0    0 281 -352  3
3799500 2747500 12  4 24   7.8 1011 241  4.4 5  5.2  79    0    0 290 -351  3
3799500 2747500 12  5  1   8.1 1012 238  5.1 7  5.3  80    0    0 305 -349  3
3799500 2747500 12  5  2   8.0 1013 234  5.2 7  5.4  80    0    0 319 -348  3
3799500 2747500 12  5  3   7.1 1013 231  5.2 6  5.3  81    0    0 307 -346  3
3799500 2747500 12  5  4   6.0 1014 225  4.5 6  5.1  85    0    0 295 -344  3
3799500 2747500 12  5  5   5.7 1014 223  4.2 5  5.0  87    0    0 285 -342  3
3799500 2747500 12  5  6   4.6 1015 221  3.8 4  4.8  88    0    0 268 -339  3
3799500 2747500 12  5  7   5.5 1015 223  4.4 4  4.9  89    0    0 263 -338  3
3799500 2747500 12  5  8   5.7 1016 210  3.7 5  5.0  89    0    0 273 -338  3
3799500 2747500 12  5  9   6.0 1015 210  3.6 6  5.0  87    0    8 288 -338  3
3799500 2747500 12  5 10   6.7 1016 218  3.2 5  5.1  86   16   57 290 -339  3
3799500 2747500 12  5 11   7.8 1015 213  4.1 4  5.2  82   19   95 280 -341  3
3799500 2747500 12  5 12   8.1 1015 202  4.0 5  5.2  78   27  121 283 -344  3
3799500 2747500 12  5 13   8.3 1014 192  3.8 6  5.2  77   34  126 297 -347  3
3799500 2747500 12  5 14   8.7 1013 185  3.9 7  5.4  79   15  101 311 -349  3
3799500 2747500 12  5 15   8.6 1012 162  4.4 7  5.6  80    4   61 319 -349  3
3799500 2747500 12  5 16   8.5 1010 163  6.1 8  5.6  81    2   25 326 -348  3
3799500 2747500 12  5 17   7.4 1009 161  7.0 8  5.7  85    0    0 331 -347  3
3799500 2747500 12  5 18   7.7 1007 181  6.3 8  5.8  90    0    0 331 -347  3
3799500 2747500 12  5 19   8.5 1006 192  6.6 8  6.1  91    0    0 334 -348  3
3799500 2747500 12  5 20   9.6 1005 211  6.2 8  6.5  89    0    0 340 -350  3
3799500 2747500 12  5 21  11.0 1004 220  7.7 7  6.7  85    0    0 340 -351  3
3799500 2747500 12  5 22  11.3 1003 259  7.7 8  6.6  79    0    0 343 -353  3
3799500 2747500 12  5 23  10.5 1004 270  6.2 8  6.1  74    0    0 349 -354  3
3799500 2747500 12  5 24   9.8 1004 254  7.0 8  5.6  72    0    0 347 -353  3
3799500 2747500 12  6  1   8.7 1005 262  8.8 8  5.4  74    0    0 344 -351  3
3799500 2747500 12  6  2   8.2 1005 248  9.6 8  5.5  79    0    0 343 -349  3
3799500 2747500 12  6  3   8.2 1006 251  8.5 8  5.7  84    0    0 343 -346  3
3799500 2747500 12  6  4   8.8 1007 251  8.2 8  6.1  88    0    0 346 -345  3
3799500 2747500 12  6  5   9.2 1007 308  8.8 7  6.3  88    0    0 340 -343  3
3799500 2747500 12  6  6   8.2 1008 329  9.9 8  5.9  83    0    0 338 -342  3
3799500 2747500 12  6  7   8.2 1011 329  8.2 8  5.4  79    0    0 339 -341  3
3799500 2747500 12  6  8   7.4 1014 328  7.1 8  5.3  80    0    0 337 -341  3
3799500 2747500 12  6  9   7.3 1016 348  5.9 8  5.2  81    0    0 334 -341  3
3799500 2747500 12  6 10   7.1 1018 348  6.2 8  5.0  80    0   24 333 -343  3
3799500 2747500 12  6 11   7.4 1020 328  5.4 6  5.1  81    2   58 322 -344  3
3799500 2747500 12  6 12   7.8 1021 329  5.2 6  5.2  81   13   82 311 -347  3
3799500 2747500 12  6 13   8.0 1022 346  5.3 7  5.2  78    0   52 318 -350  3
3799500 2747500 12  6 14   8.0 1023 339  5.7 5  5.2  78    0   54 313 -350  3
3799500 2747500 12  6 15   8.0 1024 324  4.9 4  5.1  78   36   44 296 -348  3
3799500 2747500 12  6 16   7.4 1025 344  4.0 6  5.0  77    2   19 302 -347  3
3799500 2747500 12  6 17   6.7 1026 329  2.2 6  4.9  79    0    1 311 -346  3
3799500 2747500 12  6 18   6.1 1026 347  2.9 5  4.8  80    0    0 303 -346  3
3799500 2747500 12  6 19   5.1 1027   9  2.4 2  4.7  83    0    0 276 -347  3
3799500 2747500 12  6 20   5.3 1028 348  2.6 3  4.7  86    0    0 262 -347  3
3799500 2747500 12  6 21   5.6 1029 348  2.5 5  4.8  86    0    0 279 -345  3
3799500 2747500 12  6 22   5.7 1029 346  2.0 6  4.8  86    0    0 297 -342  3
3799500 2747500 12  6 23   5.3 1030 263  2.3 6  4.8  88    0    0 301 -338  3
3799500 2747500 12  6 24   4.9 1030 307  1.8 7  4.8  90    0    0 305 -335  3
3799500 2747500 12  7  1   5.3 1030 312  2.4 5  4.9  90    0    0 299 -332  3
3799500 2747500 12  7  2   4.1 1031 341  2.8 4  4.8  91    0    0 281 -329  3
3799500 2747500 12  7  3   3.3 1031   2  3.1 2  4.5  93    0    0 262 -324  3
3799500 2747500 12  7  4   2.7 1031   1  3.3 1  4.3  92    0    0 243 -319  3
3799500 2747500 12  7  5   2.3 1031  26  2.4 1  4.0  90    0    0 235 -316  3
3799500 2747500 12  7  6   0.9 1032  32  2.7 1  3.8  91    0    0 232 -316  3
3799500 2747500 12  7  7   1.9 1032  77  3.0 4  3.9  95    0    0 245 -314  3
3799500 2747500 12  7  8   2.9 1032  66  2.6 5  4.2  96    0    0 266 -311  3
3799500 2747500 12  7  9   2.8 1033  77  2.2 5  4.3  94    0    8 272 -309  3
3799500 2747500 12  7 10   3.8 1033  88  2.0 5  4.3  91   37   49 272 -309  3
3799500 2747500 12  7 11   4.7 1033  86  2.7 2  4.2  84  101   75 260 -311  3
3799500 2747500 12  7 12   6.1 1033  90  2.7 2  4.1  75  146   88 250 -314  3
3799500 2747500 12  7 13   6.2 1033  65  3.2 2  3.9  68  150   93 251 -315  3
3799500 2747500 12  7 14   6.4 1033  63  2.8 2  3.8  66  101   91 250 -316  3
3799500 2747500 12  7 15   6.6 1033  74  2.8 1  3.9  66   83   62 245 -316  3
3799500 2747500 12  7 16   5.6 1033  61  2.8 4  3.8  67   34   31 252 -316  3
3799500 2747500 12  7 17   4.3 1033  60  2.6 5  3.7  70    0    5 265 -316  3
3799500 2747500 12  7 18   3.5 1034  50  2.4 5  3.6  73    0    0 262 -314  3
3799500 2747500 12  7 19   3.2 1034  73  2.5 0  3.5  73    0    0 237 -311  3
3799500 2747500 12  7 20   2.9 1034  80  2.5 0  3.4  74    0    0 215 -311  3
3799500 2747500 12  7 21   2.2 1035 100  2.7 2  3.4  76    0    0 220 -310  3
3799500 2747500 12  7 22   2.3 1035  70  2.4 2  3.3  77    0    0 226 -310  3
3799500 2747500 12  7 23   1.7 1035  94  2.3 2  3.3  78    0    0 225 -310  3
3799500 2747500 12  7 24   2.2 1035 122  3.0 2  3.3  78    0    0 225 -311  3
3799500 2747500 12  8  1   1.4 1035  94  2.1 5  3.3  77    0    0 239 -311  3
3799500 2747500 12  8  2   2.1 1035  65  2.1 6  3.3  79    0    0 257 -310  3
3799500 2747500 12  8  3   2.1 1035  34  2.1 6  3.3  78    0    0 263 -310  3
3799500 2747500 12  8  4   2.5 1035  63  2.0 5  3.3  76    0    0 259 -310  3
3799500 2747500 12  8  5   2.8 1035  60  2.4 6  3.4  75    0    0 260 -309  3
3799500 2747500 12  8  6   2.4 1035  81  2.3 7  3.4  77    0    0 267 -308  3
3799500 2747500 12  8  7   1.6 1035  82  2.4 2  3.4  78    0    0 249 -308  3
3799500 2747500 12  8  8   1.6 1035  76  2.3 1  3.3  80    0    0 223 -307  3
3799500 2747500 12  8  9   1.6 1035  85  2.4 1  3.3  80    0    7 220 -306  3
3799500 2747500 12  8 10   2.6 1036 103  2.4 0  3.4  78   40   43 217 -307  3
3799500 2747500 12  8 11   4.0 1036  92  2.2 0  3.5  74  116   58 216 -310  3
3799500 2747500 12  8 12   5.0 1036  72  1.8 0  3.5  69  174   61 220 -313  3
3799500 2747500 12  8 13   6.0 1036  92  2.6 0  3.5  64  188   62 223 -315  3
3799500 2747500 12  8 14   6.6 1036 100  3.0 0  3.6  62  173   53 226 -316  3
3799500 2747500 12  8 15   6.8 1035  48  2.5 0  3.6  60  116   44 228 -317  3
3799500 2747500 12  8 16   5.9 1036  54  2.3 0  3.6  62   42   25 228 -317  3
3799500 2747500 12  8 17   4.7 1036  61  2.2 0  3.5  66    1    5 227 -316  3
3799500 2747500 12  8 18   3.8 1036  93  2.5 0  3.6  71    0    0 226 -316  3
3799500 2747500 12  8 19   3.4 1036  84  2.5 3  3.5  73    0    0 237 -315  3
3799500 2747500 12  8 20   2.3 1036  91  2.6 3  3.3  73    0    0 247 -315  3
3799500 2747500 12  8 21   1.8 1036  73  2.5 4  3.3  77    0    0 250 -314  3
3799500 2747500 12  8 22   1.9 1036  61  2.1 1  3.3  77    0    0 243 -315  3
3799500 2747500 12  8 23   0.9 1036  70  2.0 1  3.2  78    0    0 231 -315  3
3799500 2747500 12  8 24   0.9 1036  51  2.3 6  3.3  82    0    0 251 -315  3
3799500 2747500 12  9  1   0.5 1036  58  2.7 2  3.3  84    0    0 255 -315  3
3799500 2747500 12  9  2   0.1 1036  65  2.7 3  3.2  85    0    0 244 -315  3
3799500 2747500 12  9  3  -0.2 1036  57  2.2 5  3.1  85    0    0 256 -315  3
3799500 2747500 12  9  4  -0.5 1036  69  2.0 4  3.1  85    0    0 259 -315  3
3799500 2747500 12  9  5  -0.7 1036  62  2.0 3  3.0  85    0    0 249 -315  3
3799500 2747500 12  9  6  -1.2 1035  73  1.7 2  2.9  84    0    0 239 -315  3
3799500 2747500 12  9  7  -1.3 1035  56  2.0 0  2.9  86    0    0 224 -315  3
3799500 2747500 12  9  8  -1.7 1035  54  1.6 0  2.9  88    0    0 212 -315  3
3799500 2747500 12  9  9  -2.0 1036  50  1.8 0  2.8  87    0    5 210 -314  3
3799500 2747500 12  9 10  -0.9 1036  65  1.9 0  2.9  86   31   47 210 -314  3
3799500 2747500 12  9 11   0.7 1036  81  1.1 0  3.1  85   95   72 213 -314  3
3799500 2747500 12  9 12   1.8 1036 123  2.4 1  3.3  81  153   78 221 -315  3
3799500 2747500 12  9 13   2.4 1036  25  2.1 1  3.2  74  168   79 227 -316  3
3799500 2747500 12  9 14   3.4 1035  74  2.2 1  3.2  70  151   70 229 -316  3
3799500 2747500 12  9 15   3.0 1035  46  3.0 0  3.3  70  102   55 225 -316  3
3799500 2747500 12  9 16   2.4 1035  26  2.6 1  3.2  72   38   29 224 -314  3
3799500 2747500 12  9 17   1.7 1035  50  2.8 0  3.2  75    0    5 222 -311  3
3799500 2747500 12  9 18   1.0 1036  60  2.5 0  3.2  78    0    0 216 -307  3
3799500 2747500 12  9 19   1.0 1036  89  2.9 2  3.1  78    0    0 223 -306  3
3799500 2747500 12  9 20   1.1 1036  75  3.2 3  3.1  78    0    0 234 -303  3
3799500 2747500 12  9 21   1.4 1036  90  2.9 5  3.2  78    0    0 246 -301  3
3799500 2747500 12  9 22   1.5 1036  90  2.5 3  3.2  78    0    0 247 -298  3
3799500 2747500 12  9 23   1.6 1036  80  2.1 3  3.2  78    0    0 240 -296  3
3799500 2747500 12  9 24   0.8 1036  22  3.0 4  3.2  80    0    0 244 -295  3
3799500 2747500 12 10  1   0.4 1036  63  2.0 2  3.1  80    0    0 239 -294  3
3799500 2747500 12 10  2  -0.1 1036  92  2.2 1  3.0  80    0    0 227 -294  3
3799500 2747500 12 10  3   0.4 1036  35  2.3 2  3.0  80    0    0 228 -294  3
3799500 2747500 12 10  4  -0.9 1036  91  2.2 2  2.9  81    0    0 230 -293  3
3799500 2747500 12 10  5  -0.8 1036 102  1.8 1  2.9  82    0    0 225 -293  3
3799500 2747500 12 10  6   0.9 1035  92  1.8 2  2.6  71    0    0 225 -293  3
3799500 2747500 12 10  7   0.6 1035  33  2.1 0  2.4  61    0    0 221 -293  3
3799500 2747500 12 10  8  -1.4 1036 101  1.6 2  2.6  71    0    0 221 -293  3
3799500 2747500 12 10  9  -0.5 1036  64  1.6 3  2.7  79    0    4 231 -293  3
3799500 2747500 12 10 10   0.0 1036  94  1.4 6  2.7  75    2   40 248 -294  3
3799500 2747500 12 10 11   0.9 1036   1  0.9 7  2.9  75    6   77 266 -297  3
3799500 2747500 12 10 12   1.6 1036   1  0.6 6  3.0  75   10  102 272 -302  3
3799500 2747500 12 10 13   2.3 1036   1  0.8 5  3.3  76   28  118 268 -306  3
3799500 2747500 12 10 14   3.7 1035 358  2.0 6  3.4  74   21  102 274 -309  3
3799500 2747500 12 10 15   3.6 1035   9  2.2 5  3.3  68   13   69 278 -309  3
3799500 2747500 12 10 16   3.4 1035 358  0.7 6  3.2  68    8   29 279 -307  3
3799500 2747500 12 10 17   2.9 1035 350  0.9 5  3.3  70    0    2 279 -303  3
3799500 2747500 12 10 18   2.1 1034  23  1.2 5  3.3  75    0    0 275 -300  3
3799500 2747500 12 10 19   1.5 1035  37  1.7 2  3.3  78    0    0 261 -298  3
3799500 2747500 12 10 20   1.1 1035  42  1.7 3  3.3  81    0    0 252 -298  3
3799500 2747500 12 10 21   0.6 1034 359  0.7 3  3.3  84    0    0 257 -299  3
3799500 2747500 12 10 22   0.9 1034  60  1.6 2  3.3  84    0    0 253 -299  3
3799500 2747500 12 10 23   0.9 1034  39  1.5 2  3.3  84    0    0 251 -301  3
3799500 2747500 12 10 24   0.4 1034  35  1.8 2  3.4  86    0    0 251 -303  3
3799500 2747500 12 11  1   0.3 1034 358  0.6 2  3.4  90    0    0 251 -305  3
3799500 2747500 12 11  2   0.6 1034 353  0.6 3  3.5  90    0    0 256 -306  3
3799500 2747500 12 11  3   1.2 1033  92  1.6 5  3.5  89    0    0 272 -307  3
3799500 2747500 12 11  4   1.5 1033   8  0.5 5  3.7  90    0    0 285 -308  3
3799500 2747500 12 11  5   1.8 1033  13  0.5 6  3.8  91    0    0 292 -308  3
3799500 2747500 12 11  6   2.0 1032  19  0.4 8  3.9  92    0    0 310 -309  3
3799500 2747500 12 11  7   2.6 1032   8  1.2 8  4.1  93    0    0 323 -309  3
3799500 2747500 12 11  8   2.8 1032 329  1.4 8  4.2  93    0    0 323 -310  3
3799500 2747500 12 11  9   2.8 1032 330  0.7 8  4.2  93    0    1 324 -310  3
3799500 2747500 12 11 10   3.0 1032 321  1.3 8  4.3  93    0   12 324 -311  3
3799500 2747500 12 11 11   3.4 1032 339  1.0 6  4.4  94    1   64 314 -312  3
3799500 2747500 12 11 12   3.8 1032 284  1.8 8  4.5  94    0   64 315 -314  3
3799500 2747500 12 11 13   4.0 1031 259  1.9 8  4.6  94    0   52 327 -315  3
3799500 2747500 12 11 14   4.4 1031 282  2.1 8  4.7  94    0   43 327 -316  3
3799500 2747500 12 11 15   4.4 1030 311  2.4 7  4.8  94    1   51 322 -316  3
3799500 2747500 12 11 16   4.1 1030 349  2.9 8  4.8  95    4   29 322 -316  3
3799500 2747500 12 11 17   4.2 1030 336  2.5 8  4.8  94    0    0 328 -316  3
3799500 2747500 12 11 18   4.2 1030 338  2.6 8  4.7  94    0    0 328 -316  3
3799500 2747500 12 11 19   4.1 1030 337  2.4 8  4.7  93    0    0 327 -316  3
3799500 2747500 12 11 20   4.1 1029 349  2.8 8  4.6  93    0    0 327 -316  3
3799500 2747500 12 11 21   4.1 1029 359  2.7 8  4.6  92    0    0 327 -316  3
3799500 2747500 12 11 22   4.1 1029 351  2.7 8  4.6  91    0    0 328 -317  3
3799500 2747500 12 11 23   3.7 1028  23  2.6 8  4.5  92    0    0 327 -317  3
3799500 2747500 12 11 24   3.3 1028  44  2.1 8  4.5  93    0    0 325 -318  3
3799500 2747500 12 12  1   3.5 1028   1  2.4 8  4.4  93    0    0 324 -318  3
3799500 2747500 12 12  2   3.4 1027  19  3.3 7  4.4  93    0    0 317 -318  3
3799500 2747500 12 12  3   3.0 1027  25  2.9 8  4.4  93    0    0 316 -318  3
3799500 2747500 12 12  4   3.1 1027  25  2.8 7  4.3  93    0    0 315 -318  3
3799500 2747500 12 12  5   3.0 1027  42  3.0 8  4.3  93    0    0 314 -318  3
3799500 2747500 12 12  6   2.9 1027  32  2.0 8  4.3  94    0    0 319 -318  3
3799500 2747500 12 12  7   2.7 1026  24  2.9 8  4.3  94    0    0 319 -318  3
3799500 2747500 12 12  8   2.7 1026  17  3.3 8  4.3  94    0    0 317 -319  3
3799500 2747500 12 12  9   2.6 1026  31  3.3 8  4.2  93    0    0 318 -319  3
3799500 2747500 12 12 10   2.7 1027  36  3.3 7  4.2  93    0   22 313 -319  3
3799500 2747500 12 12 11   2.8 1027   1  3.5 8  4.3  93    0   31 313 -319  3
3799500 2747500 12 12 12   3.0 1027   1  4.4 8  4.3  93    0   29 319 -321  3
3799500 2747500 12 12 13   3.1 1026   1  4.0 7  4.3  93    0   41 313 -324  3
3799500 2747500 12 12 14   3.0 1026   4  4.4 7  4.3  93    0   39 307 -327  3
3799500 2747500 12 12 15   2.9 1026  31  4.1 8  4.3  93    0   20 311 -327  3
3799500 2747500 12 12 16   2.9 1026   2  4.2 8  4.3  93    0    9 313 -326  3
3799500 2747500 12 12 17   3.0 1026  10  4.2 8  4.3  93    0    0 312 -325  3
3799500 2747500 12 12 18   2.9 1025   2  3.8 8  4.3  92    0    0 312 -324  3
3799500 2747500 12 12 19   2.8 1026  31  3.8 8  4.2  92    0    0 312 -323  3
3799500 2747500 12 12 20   2.9 1026  20  4.0 7  4.2  91    0    0 307 -323  3
3799500 2747500 12 12 21   2.8 1026  12  3.7 8  4.2  92    0    0 308 -323  3
3799500 2747500 12 12 22   3.0 1026  22  3.9 8  4.2  92    0    0 312 -322  3
3799500 2747500 12 12 23   2.8 1026  29  3.6 8  4.2  91    0    0 310 -322  3
3799500 2747500 12 12 24   2.9 1026  29  3.4 7  4.2  91    0    0 303 -321  3
3799500 2747500 12 13  1   3.0 1026  32  3.5 8  4.2  90    0    0 302 -320  3
3799500 2747500 12 13  2   2.9 1026  27  4.0 8  4.2  90    0    0 304 -318  3
3799500 2747500 12 13  3   3.1 1026  30  3.6 8  4.2  91    0    0 302 -317  3
3799500 2747500 12 13  4   3.1 1026  28  4.1 8  4.2  90    0    0 299 -316  3
3799500 2747500 12 13  5   3.0 1026  40  3.4 7  4.1  89    0    0 291 -313  3
3799500 2747500 12 13  6   3.1 1026  31  4.0 8  4.0  85    0    0 287 -311  3
3799500 2747500 12 13  7   2.8 1026  39  3.9 7  3.9  84    0    0 284 -309  3
3799500 2747500 12 13  8   2.8 1026  41  4.7 7  3.8  82    0    0 276 -309  3
3799500 2747500 12 13  9   2.8 1026  50  4.9 7  3.5  76    0    0 271 -308  3
3799500 2747500 12 13 10   2.8 1027  41  5.1 7  3.2  70    0   27 268 -308  3
3799500 2747500 12 13 11   2.8 1027  34  5.1 7  3.3  72    0   39 268 -308  3
3799500 2747500 12 13 12   2.9 1027  31  4.8 7  3.5  75    0   43 270 -310  3
3799500 2747500 12 13 13   3.1 1027  54  5.3 4  3.2  70   18   96 259 -312  3
3799500 2747500 12 13 14   3.3 1027  46  6.6 4  3.0  65   65   81 247 -314  3
3799500 2747500 12 13 15   2.3 1027  45  6.7 3  2.7  59  121   31 242 -314  3
3799500 2747500 12 13 16   1.5 1028  50  6.3 2  2.4  56   52   17 231 -313  3
3799500 2747500 12 13 17   0.5 1028  60  4.8 0  2.3  59    1    4 219 -311  3
3799500 2747500 12 13 18  -0.4 1029  71  4.5 0  2.3  62    0    0 211 -308  3
3799500 2747500 12 13 19  -1.0 1030  63  5.7 0  2.2  63    0    0 211 -306  3
3799500 2747500 12 13 20  -1.5 1031  61  5.0 0  2.1  62    0    0 210 -305  3
3799500 2747500 12 13 21  -1.9 1031  62  4.4 0  2.0  62    0    0 211 -304  3
3799500 2747500 12 13 22  -2.5 1033  58  4.1 0  2.0  62    0    0 210 -305  3
3799500 2747500 12 13 23  -3.2 1033  53  4.2 0  1.9  62    0    0 209 -306  3
3799500 2747500 12 13 24  -3.9 1034  67  3.9 1  1.8  61    0    0 211 -307  3
3799500 2747500 12 14  1  -4.5 1034  63  4.0 0  1.7  62    0    0 210 -308  3
3799500 2747500 12 14  2  -5.3 1035  57  3.2 0  1.6  64    0    0 204 -309  3
3799500 2747500 12 14  3  -5.5 1035  53  3.6 0  1.6  66    0    0 203 -309  3
3799500 2747500 12 14  4  -5.9 1035  53  1.9 0  1.7  68    0    0 201 -310  3
3799500 2747500 12 14  5  -6.2 1035  36  1.7 1  1.7  71    0    0 204 -311  3
3799500 2747500 12 14  6  -6.6 1036  39  3.0 0  1.7  73    0    0 203 -311  3
3799500 2747500 12 14  7  -6.8 1035 196  3.2 1  1.7  74    0    0 201 -312  3
3799500 2747500 12 14  8  -6.8 1036  90  3.4 1  1.6  74    0    0 206 -313  3
3799500 2747500 12 14  9  -6.6 1036  73  3.4 2  1.7  74    0    2 211 -313  3
3799500 2747500 12 14 10  -5.7 1036  57  3.3 2  1.7  72   21   44 219 -314  3
3799500 2747500 12 14 11  -4.5 1036  45  3.8 1  1.7  68   79   71 216 -314  3
3799500 2747500 12 14 12  -3.1 1036  39  3.6 1  1.8  63  134   79 212 -315  3
3799500 2747500 12 14 13  -2.0 1036  38  3.7 2  1.8  59  163   75 221 -315  3
3799500 2747500 12 14 14  -1.6 1035  49  3.4 1  1.8  57  147   67 222 -316  3
3799500 2747500 12 14 15  -1.6 1035  37  4.0 1  1.9  57  101   52 217 -316  3
3799500 2747500 12 14 16  -1.5 1035  40  3.5 1  1.9  57   37   27 218 -316  3
3799500 2747500 12 14 17  -1.8 1035  40  3.7 1  1.9  58    0    4 219 -316  3
3799500 2747500 12 14 18  -2.1 1035  42  3.6 0  1.9  60    0    0 215 -316  3
3799500 2747500 12 14 19  -2.2 1034  61  3.7 1  2.0  62    0    0 214 -317  3
3799500 2747500 12 14 20  -2.7 1035  51  4.0 1  2.0  65    0    0 218 -317  3
3799500 2747500 12 14 21  -3.0 1035  40  3.8 2  2.0  67    0    0 221 -317  3
3799500 2747500 12 14 22  -3.0 1035  52  3.0 4  2.0  68    0    0 236 -317  3
3799500 2747500 12 14 23  -3.2 1035  60  1.6 4  2.1  70    0    0 246 -317  3
3799500 2747500 12 14 24  -3.3 1035  40  4.1 2  2.1  71    0    0 234 -317  3
3799500 2747500 12 15  1  -3.4 1035  41  4.0 3  2.1  72    0    0 228 -317  3
3799500 2747500 12 15  2  -3.7 1034  42  4.0 3  2.1  75    0    0 233 -317  3
3799500 2747500 12 15  3  -3.8 1034  69  3.2 3  2.1  76    0    0 233 -318  3
3799500 2747500 12 15  4  -3.7 1034  68  3.6 2  2.1  76    0    0 229 -318  3
3799500 2747500 12 15  5  -4.0 1034  56  3.7 4  2.1  76    0    0 234 -318  3
3799500 2747500 12 15  6  -4.1 1033  57  4.0 5  2.1  76    0    0 249 -317  3
3799500 2747500 12 15  7  -4.3 1033  52  3.6 3  2.1  78    0    0 241 -317  3
3799500 2747500 12 15  8  -3.8 1032  60  3.8 4  2.2  79    0    0 236 -317  3
3799500 2747500 12 15  9  -3.1 1032  57  3.2 5  2.2  77    0    2 248 -317  3
3799500 2747500 12 15 10  -2.0 1032  46  3.4 7  2.4  78    4   45 265 -317  3
3799500 2747500 12 15 11  -0.9 1032  56  2.6 6  2.7  81    0   55 272 -318  3
3799500 2747500 12 15 12  -0.5 1032  78  2.5 7  2.9  81    0   66 273 -319  3
3799500 2747500 12 15 13   0.2 1032  59  2.6 7  2.9  80    0   72 279 -319  3
3799500 2747500 12 15 14   0.3 1031  40  2.6 7  3.0  80    0   55 279 -319  3
3799500 2747500 12 15 15  -0.3 1031  33  2.8 7  3.1  83    0   29 278 -319  3
3799500 2747500 12 15 16  -0.2 1031  63  2.4 7  3.2  87    0   11 275 -319  3
3799500 2747500 12 15 17  -0.4 1031  48  3.4 8  3.2  89    0    0 278 -317  3
3799500 2747500 12 15 18  -0.4 1031  41  2.8 8  3.2  89    0    0 280 -316  3
3799500 2747500 12 15 19  -0.1 1031  47  2.5 7  3.2  88    0    0 276 -314  3
3799500 2747500 12 15 20   0.1 1031  46  3.3 7  3.3  88    0    0 272 -312  3
3799500 2747500 12 15 21   0.2 1031  64  3.3 8  3.3  88    0    0 278 -310  3
3799500 2747500 12 15 22   0.4 1031  48  4.0 8  3.4  88    0    0 283 -309  3
3799500 2747500 12 15 23   0.4 1031  48  3.7 7  3.4  88    0    0 281 -308  3
3799500 2747500 12 15 24   0.3 1031  35  3.7 6  3.4  88    0    0 273 -307  3
3799500 2747500 12 16  1   0.7 1031  32  3.3 8  3.4  88    0    0 278 -306  3
3799500 2747500 12 16  2   1.0 1031  26  3.9 8  3.4  86    0    0 287 -304  3
3799500 2747500 12 16  3   0.9 1031 185  3.0 8  3.4  86    0    0 287 -305  3
3799500 2747500 12 16  4   1.1 1032  98  3.2 8  3.4  85    0    0 288 -307  3
3799500 2747500 12 16  5   0.9 1032  32  3.4 8  3.4  85    0    0 289 -310  3
3799500 2747500 12 16  6   0.9 1032  46  3.5 8  3.4  85    0    0 291 -311  3
3799500 2747500 12 16  7   0.8 1032  33  3.3 8  3.3  84    0    0 293 -312  3
3799500 2747500 12 16  8   0.6 1032  41  3.6 8  3.3  84    0    0 294 -313  3
3799500 2747500 12 16  9   0.3 1032  41  3.1 7  3.2  84    0    1 290 -313  3
3799500 2747500 12 16 10   0.2 1033  40  3.0 6  3.2  83   22   41 280 -314  3
3799500 2747500 12 16 11   0.7 1033  36  3.5 2  3.1  81   77   72 257 -315  3
3799500 2747500 12 16 12   1.5 1033  44  3.9 2  3.1  77  111   88 237 -316  3
3799500 2747500 12 16 13   1.7 1033  36  4.1 3  3.1  75   72  107 243 -316  3
3799500 2747500 12 16 14   1.5 1033  31  4.9 2  3.1  75   81   89 242 -317  3
3799500 2747500 12 16 15   1.0 1033  24  4.4 2  3.1  76   52   64 236 -318  3
3799500 2747500 12 16 16   0.4 1033  17  4.1 3  3.1  79   29   29 241 -319  3
